,Date,SOI,PDO,AO,Year,Month,Day,Hour,PC1,PC2,PC1_2_Amp,MJO_Phase
0,1866-01-01,-0.62,,,1866,1,1,,,,,
1,1866-02-01,-0.12,,,1866,2,1,,,,,
2,1866-03-01,-0.62,,,1866,3,1,,,,,
3,1866-04-01,-0.65,,,1866,4,1,,,,,
4,1866-05-01,0.04,,,1866,5,1,,,,,
5,1866-06-01,-0.82,,,1866,6,1,,,,,
6,1866-07-01,-0.34,,,1866,7,1,,,,,
7,1866-08-01,0.36,,,1866,8,1,,,,,
8,1866-09-01,-0.18,,,1866,9,1,,,,,
9,1866-10-01,0.07,,,1866,10,1,,,,,
10,1866-11-01,1.1,,,1866,11,1,,,,,
11,1866-12-01,-0.16,,,1866,12,1,,,,,
12,1867-01-01,0.09,,,1867,1,1,,,,,
13,1867-02-01,-0.01,,,1867,2,1,,,,,
14,1867-03-01,-0.09,,,1867,3,1,,,,,
15,1867-04-01,0.83,,,1867,4,1,,,,,
16,1867-05-01,0.5,,,1867,5,1,,,,,
17,1867-06-01,-0.48,,,1867,6,1,,,,,
18,1867-07-01,0.44,,,1867,7,1,,,,,
19,1867-08-01,0.34,,,1867,8,1,,,,,
20,1867-09-01,0.12,,,1867,9,1,,,,,
21,1867-10-01,-0.56,,,1867,10,1,,,,,
22,1867-11-01,-0.65,,,1867,11,1,,,,,
23,1867-12-01,-0.89,,,1867,12,1,,,,,
24,1868-01-01,-0.16,,,1868,1,1,,,,,
25,1868-02-01,-0.34,,,1868,2,1,,,,,
26,1868-03-01,-1.56,,,1868,3,1,,,,,
27,1868-04-01,0.3,,,1868,4,1,,,,,
28,1868-05-01,-1.34,,,1868,5,1,,,,,
29,1868-06-01,-2.2,,,1868,6,1,,,,,
30,1868-07-01,-0.4,,,1868,7,1,,,,,
31,1868-08-01,-1.41,,,1868,8,1,,,,,
32,1868-09-01,-1.23,,,1868,9,1,,,,,
33,1868-10-01,-1.24,,,1868,10,1,,,,,
34,1868-11-01,-1.49,,,1868,11,1,,,,,
35,1868-12-01,0.52,,,1868,12,1,,,,,
36,1869-01-01,-1.9,,,1869,1,1,,,,,
37,1869-02-01,-0.26,,,1869,2,1,,,,,
38,1869-03-01,-0.59,,,1869,3,1,,,,,
39,1869-04-01,2.12,,,1869,4,1,,,,,
40,1869-05-01,1.4,,,1869,5,1,,,,,
41,1869-06-01,1.53,,,1869,6,1,,,,,
42,1869-07-01,1.42,,,1869,7,1,,,,,
43,1869-08-01,0.94,,,1869,8,1,,,,,
44,1869-09-01,0.12,,,1869,9,1,,,,,
45,1869-10-01,0.85,,,1869,10,1,,,,,
46,1869-11-01,0.56,,,1869,11,1,,,,,
47,1869-12-01,0.42,,,1869,12,1,,,,,
48,1870-01-01,1.06,0.085,,1870,1,1,,,,,
49,1870-02-01,0.18,0.017,,1870,2,1,,,,,
50,1870-03-01,-0.75,-0.068,,1870,3,1,,,,,
51,1870-04-01,0.47,-0.593,,1870,4,1,,,,,
52,1870-05-01,-0.11,-0.587,,1870,5,1,,,,,
53,1870-06-01,-1.1,-0.75,,1870,6,1,,,,,
54,1870-07-01,0.17,-0.423,,1870,7,1,,,,,
55,1870-08-01,0.98,0.151,,1870,8,1,,,,,
56,1870-09-01,-0.0,0.15,,1870,9,1,,,,,
57,1870-10-01,-0.58,-0.439,,1870,10,1,,,,,
58,1870-11-01,-0.86,-0.668,,1870,11,1,,,,,
59,1870-12-01,-1.29,-0.72,,1870,12,1,,,,,
60,1871-01-01,-1.13,-0.192,,1871,1,1,,,,,
61,1871-02-01,-0.13,-0.267,,1871,2,1,,,,,
62,1871-03-01,-2.0,0.065,,1871,3,1,,,,,
63,1871-04-01,-0.46,-0.485,,1871,4,1,,,,,
64,1871-05-01,-0.47,-0.832,,1871,5,1,,,,,
65,1871-06-01,0.24,-0.91,,1871,6,1,,,,,
66,1871-07-01,0.31,-0.711,,1871,7,1,,,,,
67,1871-08-01,0.38,-0.424,,1871,8,1,,,,,
68,1871-09-01,0.58,-0.577,,1871,9,1,,,,,
69,1871-10-01,-0.14,-0.254,,1871,10,1,,,,,
70,1871-11-01,-0.02,-0.278,,1871,11,1,,,,,
71,1871-12-01,0.97,-0.218,,1871,12,1,,,,,
72,1872-01-01,2.69,-0.522,,1872,1,1,,,,,
73,1872-02-01,1.12,-0.634,,1872,2,1,,,,,
74,1872-03-01,1.69,-0.351,,1872,3,1,,,,,
75,1872-04-01,-0.54,-0.519,,1872,4,1,,,,,
76,1872-05-01,1.35,-0.215,,1872,5,1,,,,,
77,1872-06-01,2.45,-0.689,,1872,6,1,,,,,
78,1872-07-01,2.3,-0.544,,1872,7,1,,,,,
79,1872-08-01,0.99,-0.716,,1872,8,1,,,,,
80,1872-09-01,3.14,-0.582,,1872,9,1,,,,,
81,1872-10-01,1.9,-0.472,,1872,10,1,,,,,
82,1872-11-01,3.09,-0.973,,1872,11,1,,,,,
83,1872-12-01,2.8,-1.221,,1872,12,1,,,,,
84,1873-01-01,2.47,-1.198,,1873,1,1,,,,,
85,1873-02-01,1.12,-1.374,,1873,2,1,,,,,
86,1873-03-01,1.63,-1.242,,1873,3,1,,,,,
87,1873-04-01,2.29,-0.494,,1873,4,1,,,,,
88,1873-05-01,1.19,-0.178,,1873,5,1,,,,,
89,1873-06-01,-3.09,-0.445,,1873,6,1,,,,,
90,1873-07-01,-1.14,-0.476,,1873,7,1,,,,,
91,1873-08-01,-0.59,-0.652,,1873,8,1,,,,,
92,1873-09-01,-2.13,-0.549,,1873,9,1,,,,,
93,1873-10-01,-1.78,-0.568,,1873,10,1,,,,,
94,1873-11-01,-0.36,-0.887,,1873,11,1,,,,,
95,1873-12-01,1.33,-0.961,,1873,12,1,,,,,
96,1874-01-01,0.9,-0.738,,1874,1,1,,,,,
97,1874-02-01,-0.28,-0.918,,1874,2,1,,,,,
98,1874-03-01,-0.52,-0.711,,1874,3,1,,,,,
99,1874-04-01,0.98,-0.253,,1874,4,1,,,,,
100,1874-05-01,1.29,-0.301,,1874,5,1,,,,,
101,1874-06-01,-1.92,-0.553,,1874,6,1,,,,,
102,1874-07-01,-0.14,-0.377,,1874,7,1,,,,,
103,1874-08-01,0.75,-0.247,,1874,8,1,,,,,
104,1874-09-01,2.03,-0.539,,1874,9,1,,,,,
105,1874-10-01,2.19,-0.626,,1874,10,1,,,,,
106,1874-11-01,0.53,-0.518,,1874,11,1,,,,,
107,1874-12-01,1.28,-0.64,,1874,12,1,,,,,
108,1875-01-01,0.65,-0.732,,1875,1,1,,,,,
109,1875-02-01,-0.11,-1.034,,1875,2,1,,,,,
110,1875-03-01,-1.0,-0.89,,1875,3,1,,,,,
111,1875-04-01,1.4,-0.757,,1875,4,1,,,,,
112,1875-05-01,0.75,-0.954,,1875,5,1,,,,,
113,1875-06-01,2.57,-0.78,,1875,6,1,,,,,
114,1875-07-01,-0.49,-0.727,,1875,7,1,,,,,
115,1875-08-01,-0.21,-0.617,,1875,8,1,,,,,
116,1875-09-01,0.83,-0.335,,1875,9,1,,,,,
117,1875-10-01,0.93,-0.152,,1875,10,1,,,,,
118,1875-11-01,-1.54,0.205,,1875,11,1,,,,,
119,1875-12-01,-0.54,-0.287,,1875,12,1,,,,,
120,1876-01-01,1.16,-0.814,,1876,1,1,,,,,
121,1876-02-01,0.98,-0.823,,1876,2,1,,,,,
122,1876-03-01,-0.1,-0.997,,1876,3,1,,,,,
123,1876-04-01,0.94,-1.217,,1876,4,1,,,,,
124,1876-05-01,0.75,-1.114,,1876,5,1,,,,,
125,1876-06-01,1.98,-0.988,,1876,6,1,,,,,
126,1876-07-01,-0.51,-1.348,,1876,7,1,,,,,
127,1876-08-01,1.08,-1.429,,1876,8,1,,,,,
128,1876-09-01,0.98,-1.098,,1876,9,1,,,,,
129,1876-10-01,-1.0,0.211,,1876,10,1,,,,,
130,1876-11-01,-0.46,0.603,,1876,11,1,,,,,
131,1876-12-01,-0.45,0.234,,1876,12,1,,,,,
132,1877-01-01,-0.88,0.19,,1877,1,1,,,,,
133,1877-02-01,-1.44,0.378,,1877,2,1,,,,,
134,1877-03-01,-1.07,0.274,,1877,3,1,,,,,
135,1877-04-01,-3.87,0.062,,1877,4,1,,,,,
136,1877-05-01,-1.71,0.02,,1877,5,1,,,,,
137,1877-06-01,-4.34,0.349,,1877,6,1,,,,,
138,1877-07-01,-0.96,1.449,,1877,7,1,,,,,
139,1877-08-01,-1.06,1.119,,1877,8,1,,,,,
140,1877-09-01,-1.71,1.308,,1877,9,1,,,,,
141,1877-10-01,-1.7,1.035,,1877,10,1,,,,,
142,1877-11-01,-1.31,0.973,,1877,11,1,,,,,
143,1877-12-01,-1.52,0.917,,1877,12,1,,,,,
144,1878-01-01,-0.98,1.149,,1878,1,1,,,,,
145,1878-02-01,-2.22,1.415,,1878,2,1,,,,,
146,1878-03-01,-1.86,1.411,,1878,3,1,,,,,
147,1878-04-01,-1.07,1.443,,1878,4,1,,,,,
148,1878-05-01,0.1,1.547,,1878,5,1,,,,,
149,1878-06-01,-0.59,1.25,,1878,6,1,,,,,
150,1878-07-01,1.6,0.992,,1878,7,1,,,,,
151,1878-08-01,1.12,0.385,,1878,8,1,,,,,
152,1878-09-01,1.7,-0.633,,1878,9,1,,,,,
153,1878-10-01,0.94,-0.394,,1878,10,1,,,,,
154,1878-11-01,1.39,0.002,,1878,11,1,,,,,
155,1878-12-01,1.89,0.815,,1878,12,1,,,,,
156,1879-01-01,1.28,0.582,,1879,1,1,,,,,
157,1879-02-01,1.33,0.412,,1879,2,1,,,,,
158,1879-03-01,1.3,0.497,,1879,3,1,,,,,
159,1879-04-01,1.59,0.633,,1879,4,1,,,,,
160,1879-05-01,0.1,-0.351,,1879,5,1,,,,,
161,1879-06-01,1.85,-0.803,,1879,6,1,,,,,
162,1879-07-01,2.19,-1.049,,1879,7,1,,,,,
163,1879-08-01,2.2,-0.369,,1879,8,1,,,,,
164,1879-09-01,1.8,-0.03,,1879,9,1,,,,,
165,1879-10-01,1.53,-0.105,,1879,10,1,,,,,
166,1879-11-01,0.76,-0.481,,1879,11,1,,,,,
167,1879-12-01,-0.71,0.012,,1879,12,1,,,,,
168,1880-01-01,1.14,-0.093,,1880,1,1,,,,,
169,1880-02-01,0.7,-0.462,,1880,2,1,,,,,
170,1880-03-01,1.43,-0.993,,1880,3,1,,,,,
171,1880-04-01,0.79,-1.437,,1880,4,1,,,,,
172,1880-05-01,1.22,-1.993,,1880,5,1,,,,,
173,1880-06-01,0.97,-1.957,,1880,6,1,,,,,
174,1880-07-01,0.21,-1.429,,1880,7,1,,,,,
175,1880-08-01,1.26,-0.969,,1880,8,1,,,,,
176,1880-09-01,0.73,-0.959,,1880,9,1,,,,,
177,1880-10-01,0.56,0.069,,1880,10,1,,,,,
178,1880-11-01,0.74,-0.062,,1880,11,1,,,,,
179,1880-12-01,-0.33,-0.033,,1880,12,1,,,,,
180,1881-01-01,-0.84,0.059,,1881,1,1,,,,,
181,1881-02-01,-0.67,0.142,,1881,2,1,,,,,
182,1881-03-01,0.02,0.462,,1881,3,1,,,,,
183,1881-04-01,0.43,0.753,,1881,4,1,,,,,
184,1881-05-01,-0.56,0.893,,1881,5,1,,,,,
185,1881-06-01,-0.78,0.53,,1881,6,1,,,,,
186,1881-07-01,-0.51,-0.489,,1881,7,1,,,,,
187,1881-08-01,-1.39,-0.934,,1881,8,1,,,,,
188,1881-09-01,-1.35,-0.115,,1881,9,1,,,,,
189,1881-10-01,-2.6,-0.115,,1881,10,1,,,,,
190,1881-11-01,0.49,-0.199,,1881,11,1,,,,,
191,1881-12-01,0.7,-0.804,,1881,12,1,,,,,
192,1882-01-01,-0.76,-1.287,,1882,1,1,,,,,
193,1882-02-01,-0.26,-1.372,,1882,2,1,,,,,
194,1882-03-01,0.41,-1.333,,1882,3,1,,,,,
195,1882-04-01,-0.06,-1.059,,1882,4,1,,,,,
196,1882-05-01,0.35,-0.723,,1882,5,1,,,,,
197,1882-06-01,-1.75,-0.582,,1882,6,1,,,,,
198,1882-07-01,-2.13,-1.542,,1882,7,1,,,,,
199,1882-08-01,-2.74,-0.652,,1882,8,1,,,,,
200,1882-09-01,-1.44,-0.532,,1882,9,1,,,,,
201,1882-10-01,-0.09,-0.747,,1882,10,1,,,,,
202,1882-11-01,0.21,-0.488,,1882,11,1,,,,,
203,1882-12-01,1.04,0.013,,1882,12,1,,,,,
204,1883-01-01,0.48,-0.377,,1883,1,1,,,,,
205,1883-02-01,-0.95,-0.847,,1883,2,1,,,,,
206,1883-03-01,-2.94,-0.458,,1883,3,1,,,,,
207,1883-04-01,1.63,-0.017,,1883,4,1,,,,,
208,1883-05-01,1.47,0.138,,1883,5,1,,,,,
209,1883-06-01,0.26,-0.276,,1883,6,1,,,,,
210,1883-07-01,-1.01,-0.973,,1883,7,1,,,,,
211,1883-08-01,0.06,-0.81,,1883,8,1,,,,,
212,1883-09-01,-0.81,-0.296,,1883,9,1,,,,,
213,1883-10-01,0.36,-0.568,,1883,10,1,,,,,
214,1883-11-01,0.19,-0.376,,1883,11,1,,,,,
215,1883-12-01,-1.77,-0.827,,1883,12,1,,,,,
216,1884-01-01,-1.4,-0.916,,1884,1,1,,,,,
217,1884-02-01,-0.61,-1.447,,1884,2,1,,,,,
218,1884-03-01,0.88,-0.66,,1884,3,1,,,,,
219,1884-04-01,-1.6,-0.115,,1884,4,1,,,,,
220,1884-05-01,0.18,0.579,,1884,5,1,,,,,
221,1884-06-01,0.98,0.83,,1884,6,1,,,,,
222,1884-07-01,-0.28,0.902,,1884,7,1,,,,,
223,1884-08-01,-0.63,1.178,,1884,8,1,,,,,
224,1884-09-01,-0.7,0.75,,1884,9,1,,,,,
225,1884-10-01,0.38,0.705,,1884,10,1,,,,,
226,1884-11-01,-0.26,1.294,,1884,11,1,,,,,
227,1884-12-01,-1.5,1.387,,1884,12,1,,,,,
228,1885-01-01,-1.78,1.319,,1885,1,1,,,,,
229,1885-02-01,0.04,0.919,,1885,2,1,,,,,
230,1885-03-01,0.39,1.491,,1885,3,1,,,,,
231,1885-04-01,0.16,1.417,,1885,4,1,,,,,
232,1885-05-01,0.01,1.329,,1885,5,1,,,,,
233,1885-06-01,-1.91,0.477,,1885,6,1,,,,,
234,1885-07-01,-0.45,0.383,,1885,7,1,,,,,
235,1885-08-01,-1.13,0.924,,1885,8,1,,,,,
236,1885-09-01,-0.43,0.861,,1885,9,1,,,,,
237,1885-10-01,-1.92,1.065,,1885,10,1,,,,,
238,1885-11-01,-1.55,1.009,,1885,11,1,,,,,
239,1885-12-01,0.47,0.715,,1885,12,1,,,,,
240,1886-01-01,-0.22,0.518,,1886,1,1,,,,,
241,1886-02-01,0.0,0.798,,1886,2,1,,,,,
242,1886-03-01,0.15,0.173,,1886,3,1,,,,,
243,1886-04-01,0.49,0.379,,1886,4,1,,,,,
244,1886-05-01,0.54,0.024,,1886,5,1,,,,,
245,1886-06-01,0.43,-0.517,,1886,6,1,,,,,
246,1886-07-01,0.74,0.103,,1886,7,1,,,,,
247,1886-08-01,1.33,0.356,,1886,8,1,,,,,
248,1886-09-01,1.28,-0.094,,1886,9,1,,,,,
249,1886-10-01,1.3,-0.4,,1886,10,1,,,,,
250,1886-11-01,0.88,-0.86,,1886,11,1,,,,,
251,1886-12-01,1.51,-0.45,,1886,12,1,,,,,
252,1887-01-01,1.2,-0.199,,1887,1,1,,,,,
253,1887-02-01,0.95,-0.656,,1887,2,1,,,,,
254,1887-03-01,0.95,-0.797,,1887,3,1,,,,,
255,1887-04-01,1.0,-0.495,,1887,4,1,,,,,
256,1887-05-01,-0.58,-0.203,,1887,5,1,,,,,
257,1887-06-01,0.46,0.144,,1887,6,1,,,,,
258,1887-07-01,0.53,0.351,,1887,7,1,,,,,
259,1887-08-01,0.33,-0.653,,1887,8,1,,,,,
260,1887-09-01,0.45,-1.024,,1887,9,1,,,,,
261,1887-10-01,0.51,-0.53,,1887,10,1,,,,,
262,1887-11-01,-0.63,-0.313,,1887,11,1,,,,,
263,1887-12-01,0.45,-0.524,,1887,12,1,,,,,
264,1888-01-01,-0.32,-0.433,,1888,1,1,,,,,
265,1888-02-01,-0.33,0.498,,1888,2,1,,,,,
266,1888-03-01,-1.47,0.302,,1888,3,1,,,,,
267,1888-04-01,-2.8,0.198,,1888,4,1,,,,,
268,1888-05-01,-1.12,1.005,,1888,5,1,,,,,
269,1888-06-01,-2.16,1.46,,1888,6,1,,,,,
270,1888-07-01,-1.64,1.106,,1888,7,1,,,,,
271,1888-08-01,-1.09,0.906,,1888,8,1,,,,,
272,1888-09-01,-0.94,1.577,,1888,9,1,,,,,
273,1888-10-01,-1.61,1.662,,1888,10,1,,,,,
274,1888-11-01,-1.37,1.238,,1888,11,1,,,,,
275,1888-12-01,-0.4,1.109,,1888,12,1,,,,,
276,1889-01-01,-2.84,0.818,,1889,1,1,,,,,
277,1889-02-01,-0.21,0.342,,1889,2,1,,,,,
278,1889-03-01,-3.2,0.667,,1889,3,1,,,,,
279,1889-04-01,0.07,1.106,,1889,4,1,,,,,
280,1889-05-01,-0.19,1.157,,1889,5,1,,,,,
281,1889-06-01,2.49,0.975,,1889,6,1,,,,,
282,1889-07-01,0.18,0.907,,1889,7,1,,,,,
283,1889-08-01,0.05,0.212,,1889,8,1,,,,,
284,1889-09-01,1.05,-0.27,,1889,9,1,,,,,
285,1889-10-01,0.29,-0.24,,1889,10,1,,,,,
286,1889-11-01,1.92,0.548,,1889,11,1,,,,,
287,1889-12-01,2.35,-0.258,,1889,12,1,,,,,
288,1890-01-01,2.16,-1.072,,1890,1,1,,,,,
289,1890-02-01,1.03,-1.206,,1890,2,1,,,,,
290,1890-03-01,1.43,-1.019,,1890,3,1,,,,,
291,1890-04-01,0.75,-0.903,,1890,4,1,,,,,
292,1890-05-01,0.35,-0.868,,1890,5,1,,,,,
293,1890-06-01,0.45,-1.762,,1890,6,1,,,,,
294,1890-07-01,-0.23,-1.065,,1890,7,1,,,,,
295,1890-08-01,-0.42,-0.553,,1890,8,1,,,,,
296,1890-09-01,0.88,0.003,,1890,9,1,,,,,
297,1890-10-01,0.17,-0.342,,1890,10,1,,,,,
298,1890-11-01,0.16,-0.031,,1890,11,1,,,,,
299,1890-12-01,-0.04,-0.238,,1890,12,1,,,,,
300,1891-01-01,1.56,0.141,,1891,1,1,,,,,
301,1891-02-01,-0.49,-0.29,,1891,2,1,,,,,
302,1891-03-01,-1.22,-0.172,,1891,3,1,,,,,
303,1891-04-01,0.7,0.062,,1891,4,1,,,,,
304,1891-05-01,0.28,0.605,,1891,5,1,,,,,
305,1891-06-01,-0.28,0.759,,1891,6,1,,,,,
306,1891-07-01,-0.58,0.548,,1891,7,1,,,,,
307,1891-08-01,-1.2,0.441,,1891,8,1,,,,,
308,1891-09-01,-1.08,0.251,,1891,9,1,,,,,
309,1891-10-01,0.05,0.667,,1891,10,1,,,,,
310,1891-11-01,-0.49,0.167,,1891,11,1,,,,,
311,1891-12-01,-0.62,-0.082,,1891,12,1,,,,,
312,1892-01-01,0.2,-0.403,,1892,1,1,,,,,
313,1892-02-01,-1.13,-0.475,,1892,2,1,,,,,
314,1892-03-01,1.09,-0.24,,1892,3,1,,,,,
315,1892-04-01,0.96,-0.492,,1892,4,1,,,,,
316,1892-05-01,1.37,-1.122,,1892,5,1,,,,,
317,1892-06-01,2.25,-1.106,,1892,6,1,,,,,
318,1892-07-01,0.78,-1.146,,1892,7,1,,,,,
319,1892-08-01,0.48,-1.361,,1892,8,1,,,,,
320,1892-09-01,0.01,-1.164,,1892,9,1,,,,,
321,1892-10-01,0.85,-1.061,,1892,10,1,,,,,
322,1892-11-01,-0.88,-0.691,,1892,11,1,,,,,
323,1892-12-01,0.3,-0.333,,1892,12,1,,,,,
324,1893-01-01,0.91,0.268,,1893,1,1,,,,,
325,1893-02-01,0.65,-0.258,,1893,2,1,,,,,
326,1893-03-01,0.32,-0.569,,1893,3,1,,,,,
327,1893-04-01,1.44,-0.821,,1893,4,1,,,,,
328,1893-05-01,1.76,-1.152,,1893,5,1,,,,,
329,1893-06-01,2.15,-1.201,,1893,6,1,,,,,
330,1893-07-01,1.88,-1.209,,1893,7,1,,,,,
331,1893-08-01,0.6,-0.514,,1893,8,1,,,,,
332,1893-09-01,1.21,-0.672,,1893,9,1,,,,,
333,1893-10-01,0.63,-0.974,,1893,10,1,,,,,
334,1893-11-01,0.83,-0.573,,1893,11,1,,,,,
335,1893-12-01,-0.5,-0.886,,1893,12,1,,,,,
336,1894-01-01,2.15,-0.966,,1894,1,1,,,,,
337,1894-02-01,0.97,-1.271,,1894,2,1,,,,,
338,1894-03-01,0.82,-1.852,,1894,3,1,,,,,
339,1894-04-01,1.1,-1.98,,1894,4,1,,,,,
340,1894-05-01,-0.86,-2.114,,1894,5,1,,,,,
341,1894-06-01,-0.01,-1.916,,1894,6,1,,,,,
342,1894-07-01,0.47,-1.908,,1894,7,1,,,,,
343,1894-08-01,-1.4,-1.331,,1894,8,1,,,,,
344,1894-09-01,-0.24,-1.596,,1894,9,1,,,,,
345,1894-10-01,0.31,-1.609,,1894,10,1,,,,,
346,1894-11-01,-0.89,-1.481,,1894,11,1,,,,,
347,1894-12-01,0.07,-0.621,,1894,12,1,,,,,
348,1895-01-01,0.54,-0.144,,1895,1,1,,,,,
349,1895-02-01,0.62,0.001,,1895,2,1,,,,,
350,1895-03-01,-0.26,0.143,,1895,3,1,,,,,
351,1895-04-01,1.34,-0.195,,1895,4,1,,,,,
352,1895-05-01,0.65,-0.213,,1895,5,1,,,,,
353,1895-06-01,-1.26,-0.518,,1895,6,1,,,,,
354,1895-07-01,-0.75,-0.006,,1895,7,1,,,,,
355,1895-08-01,-1.02,-0.117,,1895,8,1,,,,,
356,1895-09-01,-0.52,-0.375,,1895,9,1,,,,,
357,1895-10-01,-0.82,0.163,,1895,10,1,,,,,
358,1895-11-01,-0.47,-0.087,,1895,11,1,,,,,
359,1895-12-01,-1.0,0.055,,1895,12,1,,,,,
360,1896-01-01,0.07,0.404,,1896,1,1,,,,,
361,1896-02-01,0.37,0.466,,1896,2,1,,,,,
362,1896-03-01,-0.84,0.167,,1896,3,1,,,,,
363,1896-04-01,-1.19,-0.227,,1896,4,1,,,,,
364,1896-05-01,-3.23,-0.591,,1896,5,1,,,,,
365,1896-06-01,-2.99,-0.345,,1896,6,1,,,,,
366,1896-07-01,-1.39,0.126,,1896,7,1,,,,,
367,1896-08-01,-2.55,0.518,,1896,8,1,,,,,
368,1896-09-01,-1.88,1.353,,1896,9,1,,,,,
369,1896-10-01,-2.01,1.038,,1896,10,1,,,,,
370,1896-11-01,-1.26,0.269,,1896,11,1,,,,,
371,1896-12-01,-1.69,0.529,,1896,12,1,,,,,
372,1897-01-01,-1.42,0.848,,1897,1,1,,,,,
373,1897-02-01,-0.86,0.437,,1897,2,1,,,,,
374,1897-03-01,-2.01,0.227,,1897,3,1,,,,,
375,1897-04-01,-2.0,0.437,,1897,4,1,,,,,
376,1897-05-01,-1.59,0.848,,1897,5,1,,,,,
377,1897-06-01,-0.16,0.915,,1897,6,1,,,,,
378,1897-07-01,-0.19,0.639,,1897,7,1,,,,,
379,1897-08-01,-0.11,0.433,,1897,8,1,,,,,
380,1897-09-01,-0.0,0.278,,1897,9,1,,,,,
381,1897-10-01,0.1,0.769,,1897,10,1,,,,,
382,1897-11-01,-0.96,0.388,,1897,11,1,,,,,
383,1897-12-01,1.04,-0.183,,1897,12,1,,,,,
384,1898-01-01,0.65,-0.413,,1898,1,1,,,,,
385,1898-02-01,0.47,-0.302,,1898,2,1,,,,,
386,1898-03-01,2.02,-0.452,,1898,3,1,,,,,
387,1898-04-01,1.34,-0.348,,1898,4,1,,,,,
388,1898-05-01,-0.11,-0.32,,1898,5,1,,,,,
389,1898-06-01,-0.51,-0.151,,1898,6,1,,,,,
390,1898-07-01,0.65,-0.305,,1898,7,1,,,,,
391,1898-08-01,0.72,0.178,,1898,8,1,,,,,
392,1898-09-01,0.88,0.172,,1898,9,1,,,,,
393,1898-10-01,0.34,-0.313,,1898,10,1,,,,,
394,1898-11-01,0.02,0.032,,1898,11,1,,,,,
395,1898-12-01,0.42,0.346,,1898,12,1,,,,,
396,1899-01-01,1.31,-0.173,,1899,1,1,,,,,
397,1899-02-01,0.87,-0.575,,1899,2,1,,,,,
398,1899-03-01,1.38,-0.513,,1899,3,1,,,,,
399,1899-04-01,0.49,-0.529,,1899,4,1,,,,,
400,1899-05-01,-0.76,-0.66,,1899,5,1,,,,,
401,1899-06-01,-1.43,-0.795,,1899,6,1,,,,,
402,1899-07-01,-0.53,-0.768,,1899,7,1,,,,,
403,1899-08-01,-1.18,0.192,,1899,8,1,,,,,
404,1899-09-01,-0.19,0.838,,1899,9,1,,,,,
405,1899-10-01,0.74,0.131,,1899,10,1,,,,,
406,1899-11-01,1.66,0.919,,1899,11,1,,,,,
407,1899-12-01,-0.44,0.882,,1899,12,1,,,,,
408,1900-01-01,-0.89,0.875,,1900,1,1,,,,,
409,1900-02-01,-0.73,0.665,,1900,2,1,,,,,
410,1900-03-01,-2.95,1.031,,1900,3,1,,,,,
411,1900-04-01,-2.1,1.432,,1900,4,1,,,,,
412,1900-05-01,-0.76,1.051,,1900,5,1,,,,,
413,1900-06-01,3.1,0.859,,1900,6,1,,,,,
414,1900-07-01,1.02,1.256,,1900,7,1,,,,,
415,1900-08-01,0.75,1.09,,1900,8,1,,,,,
416,1900-09-01,-1.61,0.452,,1900,9,1,,,,,
417,1900-10-01,-2.13,0.294,,1900,10,1,,,,,
418,1900-11-01,-0.75,0.301,,1900,11,1,,,,,
419,1900-12-01,-0.73,1.157,,1900,12,1,,,,,
420,1901-01-01,-0.09,1.114,,1901,1,1,,,,,
421,1901-02-01,0.21,0.873,,1901,2,1,,,,,
422,1901-03-01,0.88,0.439,,1901,3,1,,,,,
423,1901-04-01,0.64,-0.079,,1901,4,1,,,,,
424,1901-05-01,0.08,-0.612,,1901,5,1,,,,,
425,1901-06-01,2.3,-0.908,,1901,6,1,,,,,
426,1901-07-01,1.51,-0.721,,1901,7,1,,,,,
427,1901-08-01,0.8,-0.625,,1901,8,1,,,,,
428,1901-09-01,-1.58,-0.015,,1901,9,1,,,,,
429,1901-10-01,-2.69,0.313,,1901,10,1,,,,,
430,1901-11-01,-0.95,0.322,,1901,11,1,,,,,
431,1901-12-01,-0.32,0.66,,1901,12,1,,,,,
432,1902-01-01,1.68,0.925,,1902,1,1,,,,,
433,1902-02-01,-0.28,0.815,,1902,2,1,,,,,
434,1902-03-01,1.1,0.546,,1902,3,1,,,,,
435,1902-04-01,1.15,1.038,,1902,4,1,,,,,
436,1902-05-01,1.41,0.799,,1902,5,1,,,,,
437,1902-06-01,0.24,1.677,,1902,6,1,,,,,
438,1902-07-01,0.21,2.432,,1902,7,1,,,,,
439,1902-08-01,-1.09,1.549,,1902,8,1,,,,,
440,1902-09-01,-1.76,0.836,,1902,9,1,,,,,
441,1902-10-01,-0.77,0.873,,1902,10,1,,,,,
442,1902-11-01,-0.26,0.37,,1902,11,1,,,,,
443,1902-12-01,-0.45,0.126,,1902,12,1,,,,,
444,1903-01-01,-1.1,0.08,,1903,1,1,,,,,
445,1903-02-01,-1.11,0.089,,1903,2,1,,,,,
446,1903-03-01,1.8,-0.016,,1903,3,1,,,,,
447,1903-04-01,2.18,-0.627,,1903,4,1,,,,,
448,1903-05-01,0.92,0.265,,1903,5,1,,,,,
449,1903-06-01,-0.22,0.095,,1903,6,1,,,,,
450,1903-07-01,0.6,1.206,,1903,7,1,,,,,
451,1903-08-01,-0.15,1.107,,1903,8,1,,,,,
452,1903-09-01,0.81,0.538,,1903,9,1,,,,,
453,1903-10-01,0.3,0.244,,1903,10,1,,,,,
